ID,標題,作者,年份,期刊,類別,評分,標籤,一行摘要,DOI,URL,來源,加入時間
323,Exhaled Breath Analysis for Monitoring Response to Treatment in Advanced Lung Cancer,,2016,,disease_cancer,4.0,"[""癌症"", ""呼氣代謝體"", ""期刊論文""]",本研究旨在探討呼氣分析在監測晚期肺癌患者對抗癌治療反應上的應用。傳統的 Response Evaluation Criteria in Solid Tumors…,,,import,2026-04-04 13:14:04
324,National Academy of Clinical Biochemistry Guidelines for the Use of Tumor Markers in Lung Cancer,,,,disease_cancer,4.0,"[""癌症"", ""生物標記探索"", ""期刊論文""]",這篇文獻是國家臨床化學學會（NACB）針對肺癌腫瘤標記物臨床使用的指南。肺癌是全球發病率和死亡率最高的癌症，其診斷和治療方式取決於組織學類型（非小細胞肺癌 NS…,,,import,2026-04-04 13:14:04
315,METABOLIC METHANOL: MOLECULAR PATHWAYS AND PHYSIOLOGICAL ROLES,,2015,,voc_breath,4.0,"[""呼氣代謝體"", ""其他疾病"", ""期刊論文""]",本研究綜述了甲醇的代謝途徑與生理角色，挑戰了長期以來將甲醇視為外源性毒物的觀點。研究指出，在健康個體中，甲醇及其氧化產物甲醛是天然存在的化合物，其功能和來源卻鮮…,,,import,2026-04-04 13:14:03
316,Exhaled breath condensate contains extracellular vesicles (EVs) that carry miRNA cargos of lung tissue origin that can be selectively purified and analyzed,,2024,,voc_breath,4.0,"[""呼氣代謝體"", ""癌症"", ""期刊論文""]",本研究旨在探討呼氣冷凝物（EBC）中存在的外泌體（EVs）及其微小RNA（miRNA）載荷的來源，並開發一種選擇性富集這些EVs的方法，以期為非侵入性肺部疾病診…,,,import,2026-04-04 13:14:03
318,Monitoring of selected skin- and breath-borne volatile organic compounds emitted from the human body using gas chromatography ion mobility spectrometry (GC-IMS),,,,voc_breath,4.0,"[""呼氣代謝體"", ""電子鼻與化學感測器"", ""期刊論文""]",本研究旨在探討利用氣體層析-離子移動率質譜儀(GC-IMS)監測從人體皮膚和呼吸排放的選定皮膚及呼吸揮發性有機化合物(VOCs)的可行性，以作為偵測隱藏或困住人…,,,import,2026-04-04 13:14:03
319,Metabolomics technologies and metabolite identiﬁcation,,,,voc_breath,4.0,"[""呼氣代謝體"", ""質譜與層析儀器"", ""期刊論文""]",這篇綜述文獻探討了代謝體學技術及代謝物識別的關鍵問題。代謝體學旨在研究生物系統中存在的大量小分子（代謝物）的組成，通常依賴質量分析 (MS) 和核磁共振 (NM…,,,import,2026-04-04 13:14:03
320,Exhaled Breath Condensate Biomarkers of Airway Inflammation and Oxidative Stress in COPD,,,,voc_breath,4.0,"[""呼氣代謝體"", ""呼吸道疾病"", ""書籍／書籍章節""]",本章探討了呼氣氣體凝縮物（EBC）作為評估慢性阻塞性肺疾病 (COPD) 患者氣道發炎和氧化壓力的非侵入性生物標記的潛力。EBC 是通過收集呼吸道分泌物而獲得的…,,,import,2026-04-04 13:14:03
308,Volatile Organic Compounds From Breath Differ Between Patients With Major Depression and Healthy Controls,,2022,,voc_breath,4.0,"[""呼氣代謝體"", ""癌症"", ""期刊論文""]",本研究旨在探討憂鬱症患者與健康對照組之間呼氣中的揮發性有機化合物（VOCs）濃度是否存在差異。研究招募了26位符合DSM-V診斷標準的憂鬱症患者與25位健康對照…,,,import,2026-04-04 13:14:02
309,New perspectives on ‘Breathomics’: metabolomic profiling of non-volatile organic compounds in exhaled breath using DI-FT-ICR-MS,,2024,,voc_breath,4.0,"[""呼氣代謝體"", ""其他疾病"", ""期刊論文""]",本研究旨在拓展「Breathomics」的研究視野，以往的研究主要集中於呼氣揮發性有機化合物（VOCs），而此研究首次評估了呼氣非揮發性有機化合物（nVOCs）…,,,import,2026-04-04 13:14:02
310,Metabolomics: a new frontier in metabolic systems biology,,,,voc_breath,4.0,"[""呼氣代謝體"", ""機器學習與深度學習"", ""期刊論文""]",這篇文獻探討了代謝體學（Metabolomics）作為代謝系統生物學新領域的重要性。文獻首先定義了代謝體、代謝體組學、以及與之密切相關的Metabonomics…,,,import,2026-04-04 13:14:02
313,Metabolomics,,,,voc_breath,4.0,"[""呼氣代謝體"", ""機器學習與深度學習"", ""綜述論文""]",這篇綜述文獻深入探討了代謝體學 (Metabolomics) 的科學研究領域，代謝體學專注於研究涉及代謝物的化學過程，並利用“系統研究特定細胞過程留下的獨特的化…,,,import,2026-04-04 13:14:02
314,Volatile Metabolites Emission by In Vivo Microalgae—An Overlooked Opportunity?,,,,voc_breath,4.0,"[""呼氣代謝體"", ""精油成分與萃取"", ""期刊論文""]","本綜述探討了活體微藻（in vivo）釋放的揮發性有機化合物（VOCs），並指出其作為監測微藻健康狀況（State of Health, SoH）的潛在指標。V…",,,import,2026-04-04 13:14:02
304,A Clinical Breathomics Dataset,,2024,,voc_breath,4.0,"[""呼氣代謝體"", ""呼吸道疾病"", ""期刊論文""]",本研究旨在建立一個臨床呼氣代謝體數據集，以促進呼吸道疾病診斷和治療的發展。研究團隊利用氣體 chromatography-mass spectrometry (…,,,import,2026-04-04 13:14:01
305,Ammonia breath analysis,,2022,,voc_breath,4.0,"[""呼氣代謝體"", ""癌症"", ""綜述論文""]",本綜述文獻探討了呼氣分析中氨的檢測及其在疾病診斷和監測方面的應用。氨是存在於呼吸氣體中，與胃、腎、肝和肺等多種疾病狀態相關的特定化合物。文章首先介紹了呼氣分析的…,,,import,2026-04-04 13:14:01
306,A novel non‑invasive exhaled breath biopsy for the diagnosis and screening of breast cancer,,2023,,disease_cancer,4.0,"[""癌症"", ""呼氣代謝體"", ""期刊論文""]",本研究旨在評估以呼氣樣本為基礎的非侵入性診斷方法在乳癌早期診斷及篩檢上的潛力。乳癌的早期診斷對提升患者存活率至關重要，但傳統影像檢查方法存在費用高昂且可能過度診…,,,import,2026-04-04 13:14:01
307,Effects of psychological stress,,2024,,voc_breath,4.0,"[""呼氣代謝體"", ""氣味與情緒_神經科學"", ""期刊論文""]",本研究旨在探討心理壓力對女性皮膚揮發性有機化合物（VOCs）排放的影響。研究團隊在臨床研究中，招募了35名女性受試者，採用矽基聚合物相技術在額頭部位採集壓力誘導…,,,import,2026-04-04 13:14:01
296,Advanced strategy for cancer detection based on volatile organic compounds in breath,,2025,,disease_cancer,4.0,"[""癌症"", ""電子鼻與化學感測器"", ""綜述論文""]",本綜述論文旨在評估呼氣揮發性有機化合物 (VOCs) 在癌症檢測中的應用，並探討了基於質譜儀 (MS) 和感測器模式識別兩種主要方法的診斷性能。研究強調了VOC…,,,import,2026-04-04 13:14:00
297,Establishing breath as a biomarker platform—take home messages from the Breath Biopsy Conference 2023,,2024,,voc_breath,4.0,"[""呼氣代謝體"", ""其他疾病"", ""期刊論文""]",這篇論文為一篇期刊報告，概述了由Owlstone Medical主辦的Breath Biopsy Conference 2023的主要重點與結論。該會議聚集了專…,,,import,2026-04-04 13:14:00
298,Machine learning analysis of volatolomic profiles in breath can identify non-invasive biomarkers of liver disease: A pilot study,,,,voc_breath,4.0,"[""生物標記探索"", ""機器學習與深度學習"", ""期刊論文""]",本研究旨在探討利用呼氣揮發性有機化合物（VOC）的揮發體分析與機器學習方法，開發用於診斷肝臟疾病的非侵入式生物標記的可能性。研究團隊針對35名肝硬化患者、4名非…,,,import,2026-04-04 13:14:00
300,Breath biomarkers of insulin resistance in pre‑diabetic Hispanic adolescents with obesity,,2022,,voc_breath,4.0,"[""呼氣代謝體"", ""代謝疾病"", ""期刊論文""]",本研究旨在探討呼氣代謝標記物在肥胖、預糖尿病的西班牙裔青少年胰島素阻抗（IR）評估上的應用。胰島素阻抗是全球成年人口中常見的問題，也是心臟代謝疾病的重要風險因素…,,,import,2026-04-04 13:14:00
302,"Breathomics: Review of Sample Collection and Analysis, Data Modeling and Clinical Applications",,2022,,voc_breath,4.0,"[""呼氣代謝體"", ""癌症"", ""期刊論文""]",這篇綜述論文探討了呼氣代謝體學（Breathomics）的各個面向，涵蓋了從樣品收集、分析方法、數據建模到臨床應用等重要議題。呼氣代謝體學是代謝體學的一個分支，…,,,import,2026-04-04 13:14:00
293,"The human volatilome: volatile organic compounds (VOCs) in exhaled breath, skin emanations, urine, feces and saliva",,,,voc_breath,4.0,"[""呼氣代謝體"", ""精油成分與萃取"", ""期刊論文""]",這篇綜述文章探討了人類體內揮發性有機化合物（VOCs）的廣泛存在及其在不同生物樣本中的表現，包括呼出氣體、皮膚滲出物、尿液、糞便和唾液。文章追溯了呼氣分析的歷史…,,,import,2026-04-04 13:13:59
285,Hydrogen breath tests,,,,voc_breath,4.0,"[""呼氣代謝體"", ""代謝疾病"", ""研究報告／白皮書""]",本文件為英國Gloshospitals NHS Foundation Trust發布的患者信息簡介，旨在向接受氫氣呼氣測試的患者提供詳細的背景信息和操作指南。氫…,,,import,2026-04-04 13:13:58
286,Analysis of results of volatile organic compound (VOC) measurements using breathanalyzer on COVID-19 confirmed patients with pneumonia and without pneumonia,,,,disease_cancer,4.0,"[""癌症"", ""呼吸道疾病"", ""期刊論文""]",本研究旨在分析確診COVID-19患者，以肺炎為主要症狀與無肺炎症狀群之間呼氣揮發性有機化合物（VOC）濃度的差異。COVID-19疫情自2020年爆發以來，快…,,,import,2026-04-04 13:13:58
287,"EXHALED BREATH MALONDIALDEHYDE, SPIROMETRIC RESULTS AND DUST EXPOSURE ASSESSMENT IN CERAMICS PRODUCTION WORKERS",,,,voc_breath,4.0,"[""呼氣代謝體"", ""呼吸道疾病"", ""期刊論文""]",本研究旨在評估陶陶瓷生產工人的呼氣代謝體馬隆二醛（EBC-MDA）水平，並將其與非暴露對照組進行比較，同時評估肺功能與EBC-MDA之間的關聯性。研究採用橫斷式…,,,import,2026-04-04 13:13:58
289,Unravelling the origin of isoprene in the human body—a forty year Odyssey,,2024,,voc_breath,4.0,"[""呼氣代謝體"", ""精油成分與萃取"", ""期刊論文""]",這篇觀點文獻回顧了四十多年來關於人類體內異戊二烯（isoprene）來源的研究歷程。異戊二烯是人體呼氣中常見的揮發性有機化合物（VOC），長期以來被認為是肝臟膽…,,,import,2026-04-04 13:13:58
290,Isoprene in the Exhaled Breath is a Novel Biomarker for Advanced Fibrosis in Patients with Chronic Liver Disease: A Pilot Study,,2015,,voc_breath,4.0,"[""生物標記探索"", ""代謝疾病"", ""期刊論文""]",本研究為一前瞻性研究，旨在探討呼氣揮發性有機化合物（VOCs）是否能作為診斷慢性肝病患者進階纖維化的生物標記。研究招募了進行肝活檢的患者，以病理學家評定的纖維化…,,,import,2026-04-04 13:13:58
291,Analyses of lung cancer-derived volatiles in exhaled breath and in vitro models,,2022,,disease_cancer,4.0,"[""癌症"", ""呼氣代謝體"", ""期刊論文""]",本研究旨在探討肺癌衍生揮發性有機化合物（VOCs）在呼出氣體和體外模型中的表現，並評估其在肺癌診斷、治療監測和疾病監測方面的潛在價值。肺癌是全球癌症發病率和死亡…,,,import,2026-04-04 13:13:58
292,Validation of the ‘Test of the Adherence to Inhalers’ (TAI) for Asthma and COPD Patients,,2015,,disease_cancer,4.0,"[""癌症"", ""健康監測與評估"", ""期刊論文""]",本研究旨在驗證評估哮喘和慢性阻塞性肺病（COPD）患者吸入器依從性的問卷“吸入器依從性測試”（TAI）。研究採用橫斷性多中心設計，共1009名哮喘或COPD患者…,,,import,2026-04-04 13:13:58
281,Variation of volatile organic compound levels within ambient room air and its impact upon the standardisation of breath sampling,,2022,,voc_breath,4.0,"[""呼氣代謝體"", ""電子鼻與化學感測器"", ""期刊論文""]",本研究探討了環境室內空氣中揮發性有機化合物 (VOCs) 的含量變化，並評估其對呼吸氣體VOCs採樣標準化的影響。隨著呼吸氣體VOCs分析興趣日益增加，標準化採…,,,import,2026-04-04 13:13:57
282,Human Breath Emissions of VOCs,,,,voc_breath,4.0,"[""呼氣代謝體"", ""其他疾病"", ""期刊論文""]",這篇1999年的技術論文探討了人類呼吸呼出的揮發性有機化合物 (VOCs) 的排放量。研究背景是醫學界長期以來已認識到人類呼出的氣體中含有VOCs，但其排放量在…,,,import,2026-04-04 13:13:57
283,Human breathing,,,,voc_breath,4.0,"[""呼氣代謝體"", ""代謝疾病"", ""書籍／書籍章節""]",本章節探討了人類呼吸的生理機制，並闡述了呼吸和呼吸作用之間的區別。呼吸是呼吸作用的一部分，主要涉及空氣的吸入和呼出，而呼吸作用則是生物體獲取氧氣並利用氧氣產生能…,,,import,2026-04-04 13:13:57
273,Breathomics profiling of metabolic pathways aﬀected by major depression: Possibilities and limitations,,2022,,voc_breath,4.0,"[""呼氣代謝體"", ""癌症"", ""期刊論文""]",本研究旨在探索呼氣代謝體分析在診斷重度憂鬱症（MDD）及理解其涉及的代謝途徑方面的潛力和局限性。MDD是一種複雜且異質的疾病，代謝體學提供了一種量化、多參數的診…,,,import,2026-04-04 13:13:55
276,The role of volatile organic compounds for assessing characteristics and severity of non-cystic ﬁbrosis bronchiectasis: an observational study.,,2024,,voc_breath,4.0,"[""呼氣代謝體"", ""呼吸道疾病"", ""期刊論文""]",本研究旨在探討呼氣揮發性有機化合物 (VOCs) 在評估非囊性纖維化支氣管擴張症的特徵和嚴重程度方面的潛在作用。研究針對來自中國上海肺科醫院的184名穩定型支氣…,,,import,2026-04-04 13:13:55
264,Exhaled Breath Condensate—an overview,,,,voc_breath,4.0,"[""呼氣代謝體"", ""呼吸道疾病"", ""期刊論文""]",本綜述論文旨在概述呼氣氣凝結物（EBC）的研究現狀及其潛在價值。EBC並非生物標記物本身，而是一個包含生物標記物的基質，與血液、唾液、汗液和尿液等體液類似。EB…,,,import,2026-04-04 13:13:54
266,Exhaled Breath Condensate: Technical and Diagnostic Aspects,,,,voc_breath,4.0,"[""呼氣代謝體"", ""呼吸道疾病"", ""綜述論文""]",本綜述論文旨在評估過去30年關於呼氣氣凝結物（EBC）研究的進展，從疾病為基礎的角度進行分析。研究者透過搜尋PubMed/Medline、ScienceDire…,,,import,2026-04-04 13:13:54
268,Metabolite profiling: from diagnostics to systems biology,,,,voc_breath,4.0,"[""呼氣代謝體"", ""精油成分與萃取"", ""綜述論文""]",本綜述文章探討了代謝體分析技術的發展，從診斷應用到系統生物學研究。文章指出，雖然代謝體分析的概念已存在數十年，但近期的技術創新才使得大規模的代謝體分析成為可能，…,,,import,2026-04-04 13:13:54
260,Volatile Organic Compounds as Biomarkers of Gastrointestinal Diseases and Nutritional Status,,2019,,voc_breath,4.0,"[""呼氣代謝體"", ""癌症"", ""綜述論文""]",本綜述旨在探討揮發性有機化合物（VOCs）在診斷和監測炎症性胃腸道疾病、結直腸癌、肥胖及與營養狀況相關聯的疾病方面的應用。研究回顧了20篇先前發布的相關文獻，分…,,,import,2026-04-04 13:13:53
261,Exhaled breath condensate: An evolving tool for noninvasive evaluation of lung disease,,,,voc_breath,4.0,"[""呼氣代謝體"", ""呼吸道疾病"", ""期刊論文""]",本綜述論文探討了呼氣氣凝態物（EBC）作為非侵入性評估肺部疾病工具的應用和發展。EBC是由於呼氣氣流通過冷凝裝置產生，主要成分為氣道排液和揮發性化合物，它能反映…,,,import,2026-04-04 13:13:53
262,Exhaled breath condensate collection in the mechanically ventilated patient,,,,voc_breath,4.0,"[""呼氣代謝體"", ""呼吸道疾病"", ""綜述論文""]",本文綜述了機械通氣患者呼氣冷凝物（EBC）採集方法及其應用，旨在探討如何在機械通氣環境下安全有效地採集EBC，並評估其在疾病診斷和監測方面的潛力。EBC作為一種…,,,import,2026-04-04 13:13:53
253,Lung Cancer,,,,disease_cancer,4.0,"[""癌症"", ""期刊論文""]",本期刊《Lung Cancer》旨在為個人或機構提供關於肺癌及其他胸腔惡性腫瘤的最新資訊。本期刊刊登臨床和基礎科學方面的原始研究及綜述文章，涵蓋預防、流行病學和…,,,import,2026-04-04 13:13:52
254,Effect of temperature control on the metabolite content in exhaled breath condensate,,,,voc_breath,4.0,"[""呼氣代謝體"", ""電子鼻與化學感測器"", ""期刊論文""]",本研究探討了溫度控制對呼氣冷凝液 (EBC) 代謝物含量的影響，旨在解決EBC採集方法缺乏標準化，制約其在個性化健康監測中的應用。EBC作為一種非侵入性、快速且…,,,import,2026-04-04 13:13:52
257,A systematic review of the diagnostic accuracy of volatile organic compounds in airway diseases and their relation to markers of type-2 inflammation,,2021,,voc_breath,4.0,"[""生物標記探索"", ""呼吸道疾病"", ""期刊論文""]",本研究為一篇系統性文獻回顧，旨在評估呼氣揮發性有機化合物（VOCs）在診斷氣道疾病方面的診斷準確性，並探討其與II型炎症標記物的關係。研究背景為氣喘和慢性阻塞性…,,,import,2026-04-04 13:13:52
258,Non-Invasive Diagnosis of Diabetes by Volatile Organic Compounds in Urine Using FAIMS and Fox4000 Electronic Nose,,2018,,voc_breath,4.0,"[""生物標記探索"", ""電子鼻與化學感測器"", ""期刊論文""]",本研究旨在探討尿液揮發性有機化合物 (VOCs) 在糖尿病非侵入性診斷中的潛在應用。研究團隊利用場非對稱離子遷移率譜 (FAIMS) 和 FOX 4000 電子…,,,import,2026-04-04 13:13:52
259,"Alcohol-Metabolizing Enzymes, Liver Diseases and Cancer",,2025,,disease_cancer,4.0,"[""癌症"", ""代謝疾病"", ""期刊論文""]",本研究綜述探討酒精代謝酵素在肝臟疾病和癌症發病機制中的角色，旨在促進研究與臨床介入的進展。酒精攝入對人體健康產生嚴重影響，長期大量飲酒與超過200種疾病有關，其…,,,import,2026-04-04 13:13:52
249,Use of capillary electrophoresis with laser induced fluorescence detection in analysis of biomarkers,,,,voc_breath,4.0,"[""呼氣代謝體"", ""質譜與層析儀器"", ""學位論文""]",本學位論文旨在開發適用於分析非侵入性生物流體中潛在診斷生物標記的毛細管電泳方法。由於非侵入性生物流體，如呼氣凝聚物 (EBC)，通常含有低濃度的生物標記，因此需…,,,import,2026-04-04 13:13:51
252,"8-Isoprostane LTB4 pH Adenosine Oxidative Stress H2O2, … Airway inﬂ ammation Diagnostic EBC-Collection & analysis 8-Isop LTB4 &),4 The EBC-Collector is an innovative solution for non-invasive, fractionised collection of exhaled breath condensate (EBC), …",,,,voc_breath,4.0,"[""呼氣代謝體"", ""呼吸道疾病"", ""期刊論文""]",本研究介紹了一種創新的非侵入式呼吸氣凝結物 (EBC) 採集和分析系統，旨在診斷肺部炎症過程。該系統包含一個內置的肺活量儀，允許標準化的體積和時間控制的採集，以…,,,import,2026-04-04 13:13:51
240,The application of FAIMS gas analysis in medical diagnostics,,,,voc_breath,4.0,"[""生物標記探索"", ""電子鼻與化學感測器"", ""期刊論文""]",本綜述文獻探討了利用電場非對稱離子移動率譜（FAIMS）氣體分析技術在醫療診斷中的應用潛力。隨著醫療保健成本不斷攀升，快速且低成本的疾病診斷工具需求日益增長。傳…,,,import,2026-04-04 13:13:50
243,Signiﬁcance of Exhaled Breath Test in Clinical Diagnosis: A Special Focus on the Detection of Diabetes Mellitus,,2016,,voc_breath,4.0,"[""呼氣代謝體"", ""代謝疾病"", ""綜述論文""]",本綜述文章探討了呼氣測試在臨床診斷中的重要性，特別關注於糖尿病檢測。文章首先介紹了從人類呼氣中分析揮發性有機化合物(VOCs)可以深入了解人體多種生化過程的狀態…,,,import,2026-04-04 13:13:50
244,Investigation of Gender-Speciﬁc Exhaled Breath Volatome in Humans by GCxGC-TOF-MS,,,,voc_breath,4.0,"[""呼氣代謝體"", ""其他疾病"", ""期刊論文""]",本研究旨在探討人類呼氣中性別特異性的代謝差異，並利用氣相層析-氣相色層-飛行時間質譜儀 (GCxGC-TOF-MS) 建立診斷模型。研究招募了47名健康的志願者…,,,import,2026-04-04 13:13:50
236,Early diagnosis of breast cancer from exhaled breath by gas chromatography-mass spectrometry (GC/MS) analysis: A prospective cohort study,,2020,,disease_cancer,4.0,"[""癌症"", ""呼氣代謝體"", ""期刊論文""]",本研究旨在驗證特定揮發性有機化合物 (VOCs) 在乳癌患者呼氣中的存在，特別是對於原位導管癌 (DCIS) 患者。研究採用前瞻性cohort設計，共納入203…,,,import,2026-04-04 13:13:49
228,Breath biopsy for early detection and precision medicine in cancer,,,,disease_cancer,4.0,"[""癌症"", ""呼氣代謝體"", ""期刊論文""]",這篇期刊文章為一篇專題評論，探討了「呼吸氣體活檢」在癌症早期檢測和精準醫療中的應用。呼吸氣體活檢是指非侵入性地收集和分析呼出氣體的揮發性有機化合物 (VOCs)…,,,import,2026-04-04 13:13:48
232,RE:VIEW A TIOLES Technology development in breath microanalysis for clinical diagnosis,,,,voc_breath,4.0,"[""呼氣代謝體"", ""電子鼻與化學感測器"", ""綜述論文""]",本綜述文獻回顧了用於臨床診斷的呼吸微分析技術的發展。隨著對非侵入性分析需求的增加，測量血液以外的代謝物變得越來越重要。呼吸分析因其潛在的快速、便捷性而成為一種有…,,,import,2026-04-04 13:13:48
234,Gold nanoparticle sensors for detecting chronic kidney disease and disease progression,,,,voc_breath,4.0,"[""生物標記探索"", ""癌症"", ""期刊論文""]",本研究旨在探討利用呼吸測試，結合有機官能化的金奈米粒子感測器和支持向量機分析，來識別慢性腎臟病 (CKD) 並監測其疾病進程的可行性。研究對象為62名志願者，收…,,,import,2026-04-04 13:13:48
235,Diagnosis by Volatile Organic Compounds in Exhaled Breath from Patients with Gastric and Colorectal Cancers,,2022,,disease_cancer,4.0,"[""癌症"", ""呼氣代謝體"", ""期刊論文""]",本研究綜述了利用呼出氣體揮發性有機化合物 (VOCs) 在胃癌和結直腸癌早期診斷中的應用。胃癌和結直腸癌是全球癌症死亡的主要原因，尤其是在東亞國家，發病率和死亡…,,,import,2026-04-04 13:13:48
219,Breath volatile organic compounds (VOCs) as biomarkers for the diagnosis of pathological conditions: A review,,,,voc_breath,4.0,"[""呼氣代謝體"", ""癌症"", ""綜述論文""]",本綜述文獻探討了呼氣揮發性有機化合物（VOCs）作為診斷病理狀況的生物標記子的應用。VOCs是生理過程中產生的，可以通過呼吸、汗液、尿液、糞便等多種途徑排出體外…,,,import,2026-04-04 13:13:47
221,MetaDR,,,,voc_breath,4.0,"[""生物標記探索"", ""代謝疾病"", ""研究報告／白皮書""]",這份研究報告介紹了MetaDR，一種用於檢測糖尿病酮症酸中毒（DKA）的創新設備。DKA 是一種嚴重的急性代謝性併發症，特別是在1型糖尿病兒童和年輕成人中，是主…,,,import,2026-04-04 13:13:47
222,The Breath Biopsy® Guide Volatile biomarkers in exhaled breath for non-invasive diagnosis and monitoring in clinical research and clinical practice,,,,voc_breath,4.0,"[""呼氣代謝體"", ""癌症"", ""書籍／書籍章節""]",本指南探討了呼氣揮發性生物標記在臨床研究和臨床實踐中非侵入性診斷和監測方面的應用。Owlstone Medical的使命是尋找更有效檢測早期癌症的方法，並基於此…,,,import,2026-04-04 13:13:47
223,Breath Testing for Prosecutors,,,,disease_cancer,4.0,"[""癌症"", ""電子鼻與化學感測器"", ""研究報告／白皮書""]",本研究報告旨在教育檢察官關於呼吸酒精檢測的基本理論和程序。由於酒精或藥物相關的交通事故導致大量人員死亡和受傷，各州紛紛制定了酒駕（DUI）或危險駕駛（DWI）法…,,,import,2026-04-04 13:13:47
224,GastroBT 701A NL (rev 06/18),,,,voc_breath,4.0,"[""呼氣代謝體"", ""呼吸道疾病"", ""研究報告／白皮書""]",本研究報告/白皮書旨在說明氫氣(H2)和甲烷(CH4)呼氣測試的流程及注意事項，作為診斷腸道相關疾病的工具。該測試利用腸道細菌產生氫氣或甲烷進行發酵，以評估小腸…,,,import,2026-04-04 13:13:47
225,Breath analysis: translation into clinical practice,,,,disease_cancer,4.0,"[""癌症"", ""呼吸道疾病"", ""期刊論文""]",本研究旨在探討呼氣分析技術在臨床實務中的應用與挑戰，特別關注於將呼氣分析轉譯為診斷工具的可能性。研究團隊評估了多種非侵入性分析技術，如選擇性離子流管質譜儀（SI…,,,import,2026-04-04 13:13:47
211,Laser-based human breath analysis: D/H isotope ratio increase following heavy water intake,,,,voc_breath,4.0,"[""呼氣代謝體"", ""質譜與層析儀器"", ""期刊論文""]",本研究旨在利用雷射光譜儀首次測量飲用重水後呼氣水蒸氣中的D/H同位素比例變化。研究發現，即使僅攝取5.1 mL的D2O，仍可在飲用數週後偵測到呼氣水蒸氣中D/H…,,,import,2026-04-04 13:13:45
212,Metabolomics: an emergent metabolically-based medical technology,,,,voc_breath,4.0,"[""呼氣代謝體"", ""其他疾病"", ""期刊論文""]",這篇文獻介紹了代謝組學(Metabolomics)作為一種新兴的医学技术，強調其在疾病诊断、生物功能评估、代谢工程等领域的应用潜力。文章首先阐述了关键术语，包括…,,,import,2026-04-04 13:13:45
213,Human Breathomics Database,,,,voc_breath,4.0,"[""呼氣代謝體"", ""質譜與層析儀器"", ""期刊論文""]","本研究旨在建立一個整合性的人體呼氣代謝體 (breathomics) 資料庫 (Human Breathomics Database, HBDB)，以解決目前呼…",,,import,2026-04-04 13:13:45
214,"Late-onset Sepsis in Preterm Infants Can Be Detected Preclinically by Fecal Volatile Organic Compound Analysis: A Prospective, Multicenter Cohort Study",,2018,,voc_breath,4.0,"[""呼氣代謝體"", ""癌症"", ""期刊論文""]",本研究旨在探討糞便揮發性有機化合物（VOC）分析是否能於臨床症狀出現前，區分罹患晚發性敗血症（LOS）的早產兒與對照組，並評估針對特定致病菌的鑑別準確度。研究採…,,,import,2026-04-04 13:13:45
216,Determination of breath gas composition of lung cancer patients using gas chromatography/mass spectrometry with monolithic material sorptive extraction,,2014,,disease_cancer,4.0,"[""癌症"", ""質譜與層析儀器"", ""期刊論文""]",本研究旨在開發一種簡便、快速且靈敏的氣體層析-質譜法 (GC-MS) 結合單體材料吸附萃取 (MMSE) 技術，用於確定肺癌患者的呼氣氣體成分。研究團隊選擇了…,,,import,2026-04-04 13:13:45
217,Breath Ammonia Is a Useful Biomarker Predicting Kidney Function in Chronic Kidney Disease Patients,,,,voc_breath,4.0,"[""生物標記探索"", ""代謝疾病"", ""期刊論文""]",本研究旨在探討呼出的氨濃度是否可用於快速慢性腎臟病（CKD）篩檢。研究團隊採用垂直通道有機半導體（V-OSC）感測器測量，對121位CKD 1-5期患者進行研究…,,,import,2026-04-04 13:13:45
201,Review article: next generation diagnostic modalities in gastroenterology – gas phase volatile compound biomarker detection,,,,voc_breath,4.0,"[""生物標記探索"", ""癌症"", ""期刊論文""]",本綜述文章探討了利用氣相揮發性化合物作為生物標記進行胃腸病學診斷的下一代診斷方法。隨著微納科技的進步，越來越多的緊湊型氣體分析傳感器和傳感器系統被開發出來，最初…,,,import,2026-04-04 13:13:44
202,Aptamers in Bioanalysis,,,,voc_breath,4.0,"[""呼氣代謝體"", ""機器學習與深度學習"", ""期刊論文""]",本篇論文綜述了Aptamer在生物分析中的應用，Aptamer是指由核酸（DNA或RNA）組成的具有高親和力和特異性的親和性探針，可在體外從大量的隨機序列庫中選…,,,import,2026-04-04 13:13:44
203,A Novel Tool for Noninvasive Diagnosis and Tracking of Patients with Inﬂammatory Bowel Disease,,2013,,voc_breath,4.0,"[""生物標記探索"", ""電子鼻與化學感測器"", ""期刊論文""]",本研究旨在探討電子鼻和FAIMS（Field Asymmetric Ion Mobility Spectrometry）儀器在診斷和追蹤炎症性腸道疾病（IBD）…,,,import,2026-04-04 13:13:44
204,Detection of Colorectal Cancer (CRC) by Urinary Volatile Organic Compound Analysis,,2014,,voc_breath,4.0,"[""呼氣代謝體"", ""癌症"", ""期刊論文""]",本研究旨在探討利用氣味分析法（FAIMS）檢測糞便道癌（CRC）患者尿液中揮發性有機化合物（VOCs）的潛力，作為一種新型篩檢工具。目前CRC篩檢方法的敏感性仍…,,,import,2026-04-04 13:13:44
205,Alimentary Tract Non-invasive exhaled volatile organic biomarker analysis to detect inﬂammatory bowel disease (IBD),,2016,,voc_breath,4.0,"[""呼氣代謝體"", ""呼吸道疾病"", ""期刊論文""]",本研究旨在探討利用呼氣揮發性有機化合物（VOCs）分析，是否能非侵入性地診斷發炎性腸道疾病（IBD）。早期IBD診斷仍然是臨床上的挑戰，而VOCs在克隆氏症（C…,,,import,2026-04-04 13:13:44
